ItemCode	-	ItemName	-	TOTAL
ST-5-660-9010	-	AVELLANADOR 1/4" / 90 / 6F	-	224.49944
ST-5-660-9015	-	AVELLANADOR 5/16" / 90Â° / 6F	-	224.49944
ST-5-660-9018	-	AVELLANADOR 3/8" / 90 / 3F	-	283.3242
ST-5-660-9020	-	AVELLANADOR 3/8" / 90 / 6F	-	278.17786
ST-5-660-9023	-	AVELLANADOR 1/2" / 90Â° / 3F	-	263.90696
ST-5-660-9025	-	AVELLANADOR 1/2" / 90 / 6F	-	281.80344
ST-5-660-9028	-	AVELLANADOR 5/8" / 90 / 3F	-	404.57726
ST-5-660-9030	-	AVELLANADOR 5/8" / 90Â° / 6F	-	404.57726
ST-5-660-9035	-	AVELLANADOR 3/4" / 90 / 3F	-	456.20596
ST-5-660-9035-1	-	AVELLANADOR 3/4" / 90 / 6F	-	456.20596
ST-5-660-9043	-	AVELLANADOR 1" / 90 / 3F	-	639.8763
ST-5-660-9045	-	AVELLANADOR 1" / 90 / 6F	-	658.65438
ST-5-660-9050	-	AVELLANADOR 1-1/4" / 90 / 3F	-	1072.4113
ST-5-660-9088	-	JGO 8 AVELLANADORES 6FILOS 90Â°   1/4 " 5/16" 3/8" 1/2" 5/8" 3/4" 7/8" 1"	-	2774.38418
ST-5-700-005	-	CORTADOR P/CATARINA # 35 C/REC.TITANIO            .375"PITCH.200"RD3"ODX2.5"OALX1.1/4"BORE	-	11321.65663
ST-5-700-025	-	CORTADOR P/CATARINA # 80 C/REC.TITANIO            1"PITCH.625"RD4-1/4"ODX3.5"OALX1-1/4"	-	21750.12639
ST-5-700-030	-	CORTADOR P/CATARINA # 100 C/REC.TITANIO           1.250"PITCH.750"RD4-3/4"ODX4.5"OALX1-1/4	-	35642.24828
ST-5-700-035	-	CORTADOR P/CATARINA # 120 C/REC.TITANIO           1.5"PITCH .875"RD5.25"ODX5.25"OALX1-1/4"	-	46009.92951
ST-5-700-040	-	CORTADOR P/CATARINA # 140 C/REC.TITANIO           1-3/4"PITCH 1"RD5.5"ODX5.5" OALX1-1/2"	-	54375.36491
ST-5-700-045	-	CORTADOR P/CATARINA # 160 C/REC.TITANIO           2"PITCH 1-125"RD6"ODX6"OALX1-1/2"BORE	-	66087.00303
ST-5-700-050	-	CORTADOR P/CATARINA # 180 C/REC.TITANIO           2-1/4"PITCH 1.406"RD6-3/4ODX6-3/4"OALX1-	-	96202.56439
ST-5-700-100	-	CORTADOR P/ENGRANE T/HOB COBALTO C/REC. D/TITANIO 20Â° PD 6 3.5" x 3.5" x 1-1/4"	-	18232.56796
ST-5-700-110	-	CORTADOR P/ENGRANE T/HOB COBALTO C/REC. D/TITANIO 20Â° PD 10 2.75" x 2.75" x 1-1/4"	-	16313.3468
ST-5-700-120	-	CORTADOR P/ENGRANE T/HOB COBALTO C/REC. D/TITANIO 20Â° PD 12 2.75" x 2.5" x 1-1/4"	-	16313.3468
ST-5-700-130	-	CORTADOR P/ENGRANE T/HOB COBALTO C/REC. D/TITANIO 20Â° PD 16 2.5" x 2.5" x 1-1/4"	-	16313.3468
ST-5-700-140	-	CORTADOR P/ENGRANE T/HOB COBALTO C/REC. D/TITANIO 20Â° PD 18 2.5" x 2.5" x 1-1/4"	-	16313.3468
ST-5-700-150	-	CORTADOR P/ENGRANE T/HOB COBALTO C/REC. D/TITANIO 20Â° PD 20 2" x 2" x 1-1/4"	-	14394.12564
ST-5-721-003	-	CORTADOR COLA DE MILANO 3/8" 45 GRADOS	-	410.34072
ST-5-721-005	-	CORTADOR COLA DE MILANO 1/2" 45 GRADOS	-	389.1162
ST-5-721-010	-	CORTADOR COLA DE MILANO 3/4" 45 GRADOS	-	540.87262
ST-5-721-025	-	CORTADOR COLA DE MILANO 2-1/4" 45 GRADOS	-	3984.87608
ST-5-721-060	-	CORTADOR COLA DE MILANO 1-3/8 45GRADOS	-	1273.81282
ST-5-721-080	-	CORTADOR COLA DE MILANO 1-7/8" 45GRADOS	-	2518.92956
ST-5-727-0005	-	CORTADOR WOODRUFF # 202 1/4 X 1/16" A.V.	-	257.57046
ST-5-727-0006	-	CORTADOR WOODRUFF # 202-1/2   5/16 X 1/16" A.V.	-	129.03318
ST-5-727-001	-	CORTADOR WOODRUFF # 302-1/2Â Â  5/16" X 3/32" A.V.	-	245.34928
ST-5-727-002	-	CORTADOR WOODRUFF # 203 3/8 X 1/16" A.V.	-	285.50616
ST-5-727-003	-	CORTADOR WOODRUFF # 303Â Â  3/8" X 3/32" A.V.	-	149.8169
ST-5-727-004	-	CORTADOR WOODRUFF # 403   3/8" X 1/8" A.V.	-	155.00732
ST-5-727-005	-	CORTADOR WOODRUFF # 204 1/2 X 1/16" A.V.	-	329.02414
ST-5-727-010	-	CORTADOR WOODRUFF # 304 1/2 X 3/32" A.V.	-	404.7646
ST-5-727-015	-	CORTADOR WOODRUFF # 305 5/8 X 3/32" A.V.	-	359.72586
ST-5-727-020	-	CORTADOR WOODRUFF # 404   1/2" X 1/8" A.V.	-	258.3088
ST-5-727-025	-	CORTADOR WOODRUFF # 405 5/8 X 1/8" A.V.	-	324.77042
ST-5-727-030	-	CORTADOR WOODRUFF # 406   3/4" X 1/8" A.V.	-	256.33622
ST-5-727-035	-	CORTADOR WOODRUFF # 505 5/8 X 5/32" A.V.	-	375.44038
ST-5-727-040	-	CORTADOR WOODRUFF # 605   5/8" X 3/16" A.V.	-	327.7899
ST-5-727-045	-	CORTADOR WOODRUFF # 506   3/4" X 5/32" A.V.	-	599.02516
ST-5-727-050	-	CORTADOR WOODRUFF # 806 3/4 X 1/4" A.V.	-	596.31424
ST-5-727-055	-	CORTADOR WOODRUFF # 507 7/8 X 5/32" A.V.	-	470.54298
ST-5-727-060	-	CORTADOR WOODRUFF # 606   3/4" X 3/16" A.V.	-	296.17352
ST-5-727-065	-	CORTADOR WOODRUFF # 607 7/8 X 3/16" A.V.	-	459.83154
ST-5-727-070	-	CORTADOR WOODRUFF # 707 7/8 X 7/32" A.V.	-	476.58194
ST-5-727-075	-	CORTADOR WOODRUFF # 608   1" X 3/16" A.V.	-	576.75374
ST-5-727-080	-	CORTADOR WOODRUFF # 708 1 X 7/32" A.V.	-	561.93184
ST-5-727-085	-	CORTADOR WOODRUFF # 1208 1" X 3/8" A.V.	-	614.84988
ST-5-727-090	-	CORTADOR WOODRUFF # 609 1-1/8 X 3/16" A.V.	-	641.73868
ST-5-727-095	-	CORTADOR WOODRUFF # 807   7/8" X 1/4" A.V.	-	355.05338
ST-5-727-100	-	CORTADOR WOODRUFF # 808 1 X 1/4" A.V.	-	450.31026
ST-5-727-105	-	CORTADOR WOODRUFF # 709 1-1/8 X 7/32" A.V.	-	889.07156
ST-5-727-110	-	CORTADOR WOODRUFF # 809 1-1/8 X 1/4" A.V.	-	713.33562
ST-5-727-115	-	CORTADOR WOODRUFF # 610 1-1/4 X 3/16" A.V.	-	1266.73798
ST-5-727-120	-	CORTADOR WOODRUFF # 710 1-1/4 X 7/32" A.V.	-	1058.1404
ST-5-727-125	-	CORTADOR WOODRUFF # 810 1-1/4 X 1/4" A.V.	-	856.57358
ST-5-727-130	-	CORTADOR WOODRUFF # 811 1-3/8 X 1/4" A.V.	-	892.32246
ST-5-727-135	-	CORTADOR WOODRUFF # 812 1-1/2 X 1/4" A.V.	-	1104.71092
ST-5-727-140	-	CORTADOR WOODRUFF # 1008 1 X 5/16" A.V.	-	835.67966
ST-5-727-145	-	CORTADOR WOODRUFF # 1009 1-1/8 X 5/16" A.V.	-	889.07156
ST-5-727-150	-	CORTADOR WOODRUFF # 1010  1-1/4" X 5/16" A.V.	-	1071.87132
ST-5-727-155	-	CORTADOR WOODRUFF # 1011 1-3/8 X 5/16" A.V.	-	1105.83496
ST-5-727-160	-	CORTADOR WOODRUFF # 1012  1-1/2" X 5/16" A.V.	-	956.73436
ST-5-727-165	-	CORTADOR WOODRUFF # 1210  1-1/4" X 3/8" A.V.	-	812.63684
ST-5-727-170	-	CORTADOR WOODRUFF # 1211 1-3/8 X 3/8" A.V.	-	1339.9218
ST-5-727-175	-	CORTADOR WOODRUFF # 1212  1-1/2" X 3/8" A.V.	-	1354.33596
ST-5-727-200	-	CORTADOR WOODRUFF # 1622  3/4" X 1/2" A.V.	-	1938.3078
ST-5-727-210	-	CORTADOR WOODRUFF # 3800-1101 JGO.10 PCS	-	4100.2665
ST-5-727-241	-	CORTADOR WOODRUFF # 3800-1411 JGO.41 PCS	-	38184.16776
ST-5-733-055	-	CORTADOR 4X4 X 1-1/2" 8 FILOS	-	19175.99016
ST-5-733-060	-	CORTADOR 4X4 X 1-1/2" 14 FILOS	-	17404.86678
ST-5-743-005	-	CORTADOR A.V. P/RANURA EN T 1/4"	-	526.9764
ST-5-743-010	-	CORTADOR A.V. P/RANURA EN T 5/16"	-	673.71872
ST-5-743-015	-	CORTADOR A.V. P/RANURA EN T 3/8"	-	1039.737
ST-5-743-020	-	CORTADOR A.V. P/RANURA EN T 1/2"	-	918.71536
ST-5-743-025	-	CORTADOR A.V. P/RANURA EN T 5/8"	-	1326.60964
ST-5-743-030	-	CORTADOR A.V. P/RANURA EN T 3/4"	-	1447.62026
ST-5-743-040	-	CORTADOR T-SLOT 1-1/4"	-	4350.96048
ST-5-744-001	-	JUEGO MACHUELOS Y DADOS 45 PCS. METRICA M6 A M24 MM AVV	-	15615.04246
ST-5-744-010	-	JUEGO MACHUELOS Y DADOS 45 PCS. FRACCION 1/4" A 1" AVV	-	15669.889
ST-5-744-020	-	JUEGO MACHUELOS Y DADOS 60 PCS. METRICA; FRACCIONAL Y NUMERICO AVV	-	6891.40108
ST-5-745-005	-	SIERRA P/CAB. D/TORN. 2-3/4X.01X1X72 D.	-	208.02454
ST-5-745-010	-	SIERRA P/CAB. D/TORN. 2-3/4X.012X1X72 D.	-	151.72336
ST-5-745-015	-	SIERRA P/CAB. D/TORN. 2-3/4X.013X1X72 D.	-	219.1327
ST-5-745-020	-	SIERRA P/CAB. D/TORN. 2-3/4X.014X1X72 D.	-	219.1327
ST-5-745-025	-	SIERRA P/CAB. D/TORN. 2-3/4X.016X1X72 D.	-	146.8415
ST-5-745-030	-	SIERRA P/CAB. D/TORN. 2-3/4X.018X1X72 D.	-	151.72336
ST-5-745-035	-	SIERRA P/CAB. D/TORN. 2-3/4X.020X1X72 D.	-	146.8415
ST-5-745-040	-	SIERRA P/CAB. D/TORN. 2-3/4X.023X1X72 D.	-	154.3351
ST-5-745-045	-	SIERRA P/CAB. D/TORN. 2-3/4X.025X1X72 D.	-	146.8415
ST-5-745-050	-	SIERRA P/CAB. D/TORN. 2-3/4X.028X1X72 D.	-	146.8415
ST-5-745-055	-	SIERRA P/CAB. D/TORN. 2-3/4X.032X1X72 D.	-	273.91312
ST-5-745-060	-	SIERRA P/CAB. D/TORN. 2-3/4X.035X1X72 D.	-	151.72336
ST-5-745-065	-	SIERRA P/CAB. D/TORN. 2-3/4X.036X1X72 D.	-	151.72336
ST-5-745-070	-	SIERRA P/CAB. D/TORN. 2-3/4X.040X1X72 D.	-	154.3351
ST-5-745-075	-	SIERRA P/CAB. D/TORN. 2-3/4X.045X1X72 D.	-	154.26898
ST-5-745-080	-	SIERRA P/CAB. D/TORN. 2-3/4X.051X1X72 D.	-	154.26898
ST-5-745-085	-	SIERRA P/CAB. D/TORN. 2-3/4X.057X1X72 D.	-	154.37918
ST-5-745-090	-	SIERRA P/CAB. D/TORN. 2-3/4X.064X1X72 D.	-	156.25258
ST-5-745-095	-	SIERRA P/CAB. D/TORN. 2-3/4X.072X1X72 D.	-	169.17904
ST-5-747-003	-	SIERRA CIRCULAR P/METAL 2-3/4"X.012X1 - 30 OTS	-	232.3567
ST-5-747-005	-	SIERRA CIRCULAR P/METAL 3X1X1/64X30 D.	-	161.61932
ST-5-747-010	-	SIERRA CIRCULAR P/METAL 3X1X1/32X30 D.	-	158.97452
ST-5-747-015	-	SIERRA CIRCULAR P/METAL 3X1X3/64X30 D.	-	171.18468
ST-5-747-020	-	SIERRA CIRCULAR P/METAL 3X1X1/16X30 D.	-	168.3856
ST-5-747-025	-	SIERRA CIRCULAR P/METAL 3X1X3/32X30 D.	-	200.8395
ST-5-747-030	-	SIERRA CIRCULAR P/METAL 3X1X1/8X30 D.	-	253.83468
ST-5-747-035	-	SIERRA CIRCULAR P/METAL 3X1X5/32X30 D.	-	273.05356
ST-5-747-040	-	SIERRA CIRCULAR P/METAL 3X1X3/16X30 D.	-	278.51948
ST-5-747-300	-	SIERRA CIRCULAR P/METAL 4X1/16X1X64 D.	-	310.24606
ST-5-747-310	-	SIERRA CIRCULAR P/METAL 4X3/32X1X40 D.	-	380.89528
ST-5-747-320	-	SIERRA CIRCULAR P/METAL 4X1/8X1X40 D.	-	413.53652
ST-5-747-330	-	SIERRA CIRCULAR P/METAL 4X5/32X1X40 D.	-	520.38644
ST-5-747-340	-	SIERRA CIRCULAR P/METAL 4X3/16X1X32 D.	-	586.45134
ST-5-747-350	-	SIERRA CIRCULAR P/METAL 5X1/16X1X64 D.	-	380.89528
ST-5-747-360	-	SIERRA CIRCULAR P/METAL 5X3/32X1X48 D.	-	482.96252
ST-5-747-370	-	SIERRA CIRCULAR P/METAL 5X1/8X1X48 D.	-	554.3611
ST-5-747-380	-	SIERRA CIRCULAR P/METAL 5X5/32X1X40 D.	-	688.57368
ST-5-747-390	-	SIERRA CIRCULAR P/METAL 5X3/16X1X40 D.	-	796.4154
ST-5-747-400	-	SIERRA CIRCULAR A.V. U 250x1.60x32  Z140 BW	-	2528.709149
ST-5-747-420	-	SIERRA CIRCULAR A.V. U 350x2.50x32 Z180 HZ	-	5781.146659
ST-5-747-425	-	SIERRA CIRCULAR A.V. U 350x2.50x32 Z240 BW	-	5484.677803
ST-5-748-010	-	MACHUELO FORMING AAV REC. TITANIO PLUS 4-40 H2	-	318.68738
ST-5-748-060	-	MACHUELO FORMING 1/4"-20 AAV REC. TITANIO H4	-	275.03716
ST-5-748-080	-	MACHUELO FORMING AAV REC. TITANIO PLUS 3/8"-16 H4	-	425.46016
ST-5-748-120	-	MACHUELO FORMING M6 X 1.0 AAV REC. TITANIO D5	-	275.03716
ST-5-749-010	-	MACHUELO FORMING 4-40 A.V REC. TITANIO	-	315.62382
ST-5-749-020	-	MACHUELO FORMING 6-32 A.V REC. TITANIO	-	280.96592
ST-5-749-030	-	MACHUELO FORMING 8-32 A.V REC. TITANIO	-	272.78908
ST-5-749-040	-	MACHUELO FORMING 10-24 A.V REC. TITANIO	-	272.78908
ST-5-749-050	-	MACHUELO FORMING 10-32 A.V REC. TITANIO	-	289.31908
ST-5-749-070	-	MACHUELO FORMING 5/16"-18 A.V REC. TITANIO	-	297.03308
ST-5-749-080	-	MACHUELO FORMING 3/8"-16 A.V REC. TITANIO	-	437.8797
ST-5-749-090	-	MACHUELO FORMING M3 X 0.5 A.V REC. TITANIO	-	295.01642
ST-5-749-100	-	MACHUELO FORMING M4 X 0.7 A.V REC. TITANIO	-	272.78908
ST-5-749-110	-	MACHUELO FORMING M5 X 0.8 A.V REC. TITANIO	-	300.49336
ST-5-749-130	-	MACHUELO FORMING M8 X 1.25 A.V REC. TITANIO	-	379.49574
ST-5-750-0027	-	MACHUELO 1/4"-20 AAV	-	70.34066
ST-5-750-0029	-	JUEGO MACHUELO 1/4-20 AAV	-	182.81078
ST-5-750-0043	-	MACHUELO 1/4"-28 AAV	-	71.94958
ST-5-750-0045	-	JUEGO MACHUELO 1/4"-28 AAV	-	214.69164
ST-5-750-0065	-	MACHUELO 5/16"-18 AAV	-	94.13284
ST-5-750-0067	-	JUEGO MACHUELO 5/16"-18 AAV	-	282.17812
ST-5-750-0081	-	MACHUELO 5/16"-24 AAV	-	84.53442
ST-5-750-0083	-	JUEGO MACHUELO 5/16"-24 AAV	-	282.45362
ST-5-750-0085	-	MACHUELO 5/16"-32 AAV	-	94.13284
ST-5-750-0100	-	MACHUELO 3/8"-16 AAV	-	103.12516
ST-5-750-0102	-	JUEGO MACHUELO 3/8"-16 AAV	-	302.39982
ST-5-750-0122	-	MACHUELO 3/8"-24 AAV	-	100.7228
ST-5-750-0124	-	JUEGO MACHUELO 3/8"-24 AAV	-	262.18784
ST-5-750-0141	-	MACHUELO 7/16"-14 AAV	-	123.66644
ST-5-750-0143	-	JUEGO MACHUELO 7/16"-14 AAV	-	370.8781
ST-5-750-0157	-	MACHUELO 7/16"-20 AAV	-	123.66644
ST-5-750-0159	-	JUEGO MACHUELO 7/16"-20 AAV	-	330.14818
ST-5-750-0182	-	MACHUELO 1/2"-13 AAV	-	152.12008
ST-5-750-0184	-	JUEGO MACHUELO 1/2"-13 AAV	-	456.47044
ST-5-750-0204	-	MACHUELO 1/2"-20 AAV	-	151.88866
ST-5-750-0206	-	JUEGO MACHUELO 1/2"-20 AAV	-	394.89068
ST-5-750-0223	-	MACHUELO 9/16"-12 AAV	-	195.7152
ST-5-750-0225	-	JUEGO MACHUELO 9/16"-12 AAV	-	587.23376
ST-5-750-0239	-	MACHUELO 9/16"-18 AAV	-	195.73724
ST-5-750-0240	-	MACHUELO 9/16"-20 AAV	-	195.7152
ST-5-750-0241	-	JUEGO MACHUELO 9/16"-18 AAV	-	587.22274
ST-5-750-0264	-	MACHUELO 5/8"-11 AAV	-	230.14168
ST-5-750-0264-1	-	MACHUELO LARGO 5/8"-11 X 6" AAV	-	490.14756
ST-5-750-0266	-	JUEGO MACHUELO 5/8"-11 AAV	-	747.94944
ST-5-750-0293	-	MACHUELO 5/8"-18 AAV	-	249.31648
ST-5-750-0295	-	JUEGO MACHUELO 5/8"-18 AAV	-	748.12576
ST-5-750-0340	-	MACHUELO 11/16"-11 AAV	-	267.58764
ST-5-750-0342	-	JUEGO MACHUELO 11/16"-11 AAV	-	779.3895
ST-5-750-0370	-	MACHUELO 11/16"-27 AAV	-	372.78456
ST-5-750-0384	-	MACHUELO 3/4"-10 AAV	-	370.90014
ST-5-750-0386	-	JUEGO MACHUELO 3/4"-10 AAV	-	1113.22938
ST-5-750-0406	-	MACHUELO 3/4"-16 AAV	-	372.37682
ST-5-750-0408	-	JUEGO MACHUELO 3/4"-16 AAV	-	963.84226
ST-5-750-0432	-	MACHUELO 7/8"-9 AAV	-	525.42258
ST-5-750-0434	-	JUEGO MACHUELO 7/8"-9 AAV	-	1576.09142
ST-5-750-0449	-	MACHUELO 7/8-12" AAV	-	447.65444
ST-5-750-0451	-	JUEGO MACHUELO 7/8"-12 AAV	-	1407.23196
ST-5-750-0468	-	MACHUELO 7/8"-14 AAV	-	525.42258
ST-5-750-0470	-	JUEGO MACHUELO 7/8"-14 AAV	-	1323.3918
ST-5-750-0496	-	MACHUELO 1"-8 AAV	-	741.80028
ST-5-750-0498	-	JUEGO MACHUELO 1"-8 AAV	-	2214.97592
ST-5-750-0540	-	MACHUELO 1"-12 AAV	-	642.56518
ST-5-750-0542	-	JUEGO MACHUELO 1"-12 AAV	-	1918.16324
ST-5-750-0562	-	MACHUELO 1"-14 AAV	-	741.80028
ST-5-750-0564	-	JUEGO MACHUELO 1"-14 AAV	-	1861.87308
ST-5-750-0586	-	MACHUELO 1 1/16"-8 AAV	-	844.78218
ST-5-750-0643	-	MACHUELO 1-1/8"-7 AAV	-	793.84774
ST-5-750-0645	-	JUEGO MACHUELO 1-1/8"-7 AAV	-	2312.19436
ST-5-750-0661	-	MACHUELO 1-1/8"-8 AAV	-	822.68708
ST-5-750-0663	-	JUEGO MACHUELO 1-1/8"-8 AAV	-	2857.7615
ST-5-750-0664	-	MACHUELO 1-1/8-12 AAV	-	952.57982
ST-5-750-0665	-	JUEGO MACHUELO 1-1/8-12 AAV	-	2099.15572
ST-5-750-0724	-	MACHUELO 1-3/16"-8 AAV	-	947.80816
ST-5-750-0754	-	MACHUELO 1-3/16"-12 AAV	-	947.81918
ST-5-750-0808	-	MACHUELO 1-1/4"-7 AAV	-	1277.48248
ST-5-750-0814	-	JUEGO MACHUELO 1-1/4"-7 AAV	-	3327.0482
ST-5-750-0829	-	MACHUELO 1-1/4"-8 AAV	-	1277.50452
ST-5-750-0847	-	JUEGO MACHUELO 1-1/4"-8 AAV	-	3327.0482
ST-5-750-0875	-	MACHUELO 1-1/4"-12 AAV	-	1278.19878
ST-5-750-0880	-	JUEGO MACHUELO 1-1/4"-12 AAV	-	3327.12534
ST-5-750-0902	-	MACHUELO 1-5/16"-8 AAV	-	1597.53634
ST-5-750-0940	-	MACHUELO 1-3/8"-6 AAV	-	1742.00854
ST-5-750-0946	-	JUEGO MACHUELO 1-3/8"-6 AAV	-	5228.3288
ST-5-750-0958	-	MACHUELO 1-3/8"-8 AAV	-	1743.00034
ST-5-750-0960	-	JUEGO MACHUELO 1-3/8"-8 AAV	-	5228.3288
ST-5-750-1001	-	MACHUELO 1-3/8"-12 AAV	-	1743.00034
ST-5-750-1005	-	JUEGO MACHUELO 1-3/8"-12 AAV	-	5228.3288
ST-5-750-1025	-	MACHUELO 1-1/2"-6 AAV	-	1722.30478
ST-5-750-1027	-	JUEGO DE 3 MACHUELOS 1-1/2"-6 AAV	-	5969.65522
ST-5-750-1043	-	MACHUELO 1-1/2"-8 AAV	-	1989.28632
ST-5-750-1060	-	JUEGO MACHUELO 1-1/2"-8 AAV	-	9258.21056
ST-5-750-1085	-	MACHUELO 1-1/2"-12 AAV	-	1989.28632
ST-5-750-1090	-	JUEGO MACHUELO 1-1/2"-12 AAV	-	5177.04172
ST-5-750-1107	-	MACHUELO 1.5/8"-5 H7 AAV	-	2361.78436
ST-5-750-1109	-	MACHUELO 1-5/8"-5-1/2 AAV	-	3382.08208
ST-5-750-1113	-	JUEGO DE 3 MACHUELOS 1-5/8"-5.5 AAV	-	10146.2242
ST-5-750-1127	-	MACHUELO 1-5/8"-8 AAV	-	2296.21536
ST-5-750-1140	-	JUEGO MACHUELO 1-5/8-8 AAV	-	10146.2242
ST-5-750-1169	-	MACHUELO 1-5/8"-12 AAV	-	2326.4322
ST-5-750-1199	-	MACHUELO 1-3/4"-5 AAV	-	2666.1788
ST-5-750-1200	-	JUEGO DE 3 MACHUELOS 1-3/4"-5 AAV	-	8008.35522
ST-5-750-1217	-	MACHUELO 1-3/4"-8 AAV	-	3079.77042
ST-5-750-1225	-	JUEGO MACHUELO 1-3/4"-8 AAV	-	8068.53544
ST-5-750-1256	-	MACHUELO 1-3/4"-12 AAV	-	3079.58308
ST-5-750-1288	-	JUEGO MACHUELO 1-7/8"-8 AAV	-	12895.36156
ST-5-750-1292	-	MACHUELO 1-7/8"-8 AAV	-	2782.94672
ST-5-750-1328	-	MACHUELO 1-7/8"-12 AAV	-	3577.32342
ST-5-750-1350	-	JUEGO MACHUELO 1-7/8"-12 AAV	-	8348.81812
ST-5-750-1355	-	MACHUELO 2"-4-1/2 AAV	-	3731.28384
ST-5-750-1363	-	JUEGO DE 3 MACHUELOS 2"-4.5 AAV	-	10010.19332
ST-5-750-1385	-	MACHUELO 2"-8 AAV	-	3733.86252
ST-5-750-1391	-	MACHUELO 2"-12 AAV	-	3731.28384
ST-5-750-1393	-	JUEGO MACHUELO 2"-8 AAV	-	11950.639
ST-5-750-1395	-	JUEGO MACHUELO 2"-12 AAV	-	10010.19332
ST-5-750-1397	-	JUEGO DE 3 MACHUELOS 2-1/4"-4.5 AAV	-	18478.6115
ST-5-750-1400	-	MACHUELO 2 3/8""-16 AAV	-	7704.1371
ST-5-750-1478	-	MACHUELO 2 1/8"-12 AAV	-	7818.44756
ST-5-750-1572	-	JUEGO DE 3 MACHUELOS 2-1/2"-4 AAV	-	24138.07576
ST-5-750-1589	-	MACHUELO 2 1/2"-8 AAV	-	8925.67104
ST-5-750-1591	-	JUEGO MACHUELO 2 1/2"-8 AAV	-	26770.80886
ST-5-750-1593	-	MACHUELO 2 1/2"-12 AAV	-	12350.98458
ST-5-750-1595	-	JUEGO MACHUELO 2 1/2"-12 AAV	-	40114.47504
ST-5-750-1625	-	JUEGO DE 3 MACHUELOS 2-3/4"-4 AAV	-	35925.59672
ST-5-750-1630	-	MACHUELO 2 5/8"-8 AAV	-	8919.04802
ST-5-750-1667	-	MACHUELO 2 3/4"-8 AAV	-	16872.6118
ST-5-750-1668	-	JUEGO MACHUELO 2 3/4"-8 AAV	-	36526.4512
ST-5-750-1740	-	JUEGO DE 3 MACHUELOS 3"-4 AAV	-	40769.16222
ST-5-750-1744	-	MACHUELO 3"-8 AAV	-	18988.76036
ST-5-750-1746	-	JUEGO MACHUELO 3"-8 AAV	-	54474.13012
ST-5-750-1790	-	MACHUELO 3 1/8"-8 AAV	-	12309.62652
ST-5-750-1795	-	MACHUELO 3 1/4"-8 AAV	-	20663.74526
ST-5-750-1842	-	MACHUELO 3 1/2"-8 AAV	-	21671.75568
ST-5-750-1923	-	MACHUELO 4"-8 AAV	-	24774.0069
ST-5-751-010	-	MACHUELO PLUS M4 X .7 D4 AAV	-	74.1646
ST-5-751-020	-	MACHUELO PLUS M5 X .8 D4 AAV	-	70.13128
ST-5-751-030	-	MACHUELO PLUS M6 X 1 D5 AAV	-	82.07696
ST-5-751-040	-	MACHUELO PLUS M7 X 1 D5 AAV	-	142.36738
ST-5-751-050	-	MACHUELO PLUS M8 X 1.25 D5 AAV	-	109.83634
ST-5-751-060	-	MACHUELO PLUS M10 X 1.5 D6 AAV	-	242.48408
ST-5-751-070	-	MACHUELO PLUS M12 X 1.75 D6 AAV	-	200.9497
ST-5-751-080	-	MACHUELO PLUS M14 X 2 D7 AAV	-	237.44794
ST-5-751-090	-	MACHUELO PLUS M16 X 2 D7 AAV	-	265.37262
ST-5-751-100	-	MACHUELO PLUS M18 X 2.5 D7 AAV	-	588.99696
ST-5-751-105	-	MACHUELO PLUS M20 X 1.5 D6 AAV	-	377.39092
ST-5-751-110	-	MACHUELO PLUS M20X2.5 D7 AAV	-	362.87758
ST-5-751-120	-	MACHUELO PLUS M22 X 2.5 D7 AAV	-	762.24238
ST-5-751-125	-	MACHUELO PLUS M25 X 1.5 D6 AV	-	756.00506
ST-5-751-180	-	MACHUELO PLUS 4-40 AAV	-	80.32478
ST-5-751-190	-	MACHUELO PLUS 5-40 H3 AAV	-	72.25814
ST-5-751-200	-	MACHUELO PLUS 6-32 H3 AAV	-	71.87244
ST-5-751-210	-	MACHUELO PLUS 8-32 H3 AAV	-	72.25814
ST-5-751-220	-	MACHUELO PLUS 10-24 H3 AAV	-	82.07696
ST-5-751-230	-	MACHUELO PLUS 10-32 H3 AAV	-	83.81812
ST-5-751-240	-	MACHUELO PLUS 1/4-20 H3 AAV	-	81.91166
ST-5-751-250	-	MACHUELO PLUS 1/4-28 H3 AAV	-	89.54852
ST-5-751-260	-	MACHUELO PLUS 5/16-18 H3 AAV	-	108.18334
ST-5-751-270	-	MACHUELO PLUS 5/16-24 H3 AAV	-	108.26048
ST-5-751-290	-	MACHUELO PLUS 3/8-16 H3 AAV	-	131.7441
ST-5-751-300	-	MACHUELO PLUS 3/8-24 H4 AAV	-	160.63854
ST-5-751-320	-	MACHUELO PLUS 7/16-14 H3 AAV	-	187.05348
ST-5-751-340	-	MACHUELO PLUS 1/2-13 H3 AAV	-	200.9497
ST-5-751-350	-	MACHUELO PLUS 1/2-20 H3 AAV	-	244.37952
ST-5-751-360	-	MACHUELO PLUS 9/16-12 H3 AAV	-	237.45896
ST-5-751-370	-	MACHUELO PLUS 9/16-18 H3 AAV	-	258.40798
ST-5-751-380	-	MACHUELO PLUS 5/8-11 H3 AAV	-	263.3229
ST-5-751-390	-	MACHUELO PLUS 5/8-18 H3 AAV	-	261.52664
ST-5-751-400	-	MACHUELO PLUS 3/4-10 H3 AAV	-	343.64768
ST-5-751-410	-	MACHUELO PLUS 3/4-16 AAV	-	420.00526
