ItemCode	-	ItemName	-	TOTAL
SA-305-6175	-	HILO PARA ALBAÃ‘IL DE POLIPROPILENO CAL. 18 AZUL GDE 165M	-	35.80398
SA-305-6180	-	HILO PARA ALBAÃ‘IL DE POLIPROPILENO CAL. 18 ROJO GDE 165M	-	35.80398
SA-305-6185	-	HILO PARA ALBAÃ‘IL DE POLIPROPILENO CAL. 18 NARANJA GDE 165M	-	35.80398
SA-500-0630	-	2405 CHUCK UNIVERSAL AUTOMATICO 16"	-	114427.7869
SA-500-2520	-	CHUCK DELGADO D/2.48"	-	24738.59964
SA-500-2590	-	PIÃ‘A PORTAINSERTO P/APKT 3.15" (SIN INSERTOS)	-	13683.55604
SA-500-2845	-	TORNILLO P/GRAPA JD-6A	-	162.22542
SA-500-2850	-	TORNILLO P/GRAPA JDE-2A	-	118.00216
SA-500-2855	-	TORNILLO GB65-85 M4*10	-	88.50162
SB-100-001	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  6-32	-	628.0298
SB-100-005	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  8-32	-	621.2525
SB-100-010	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  10-32	-	621.2525
SB-100-015	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  10-24	-	628.0298
SB-100-020	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  1/4-20	-	628.0298
SB-100-025	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  5/16 X 18	-	745.85564
SB-100-030	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  3/8-16	-	923.9719
SB-100-035	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  7/16-14	-	1242.505
SB-100-040	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  1/2-13	-	1191.6477
SB-100-045	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  9/16-12	-	1285.94584
SB-100-050	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  5/8-11	-	1317.03326
SB-100-055	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  3/4-10	-	1553.85306
SB-100-057	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  7/8-9	-	2143.24674
SB-100-059	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  1-8	-	4072.17652
SB-100-100	-	JGO MAESTRO D/INSERTOS ROSC.Â  M6 X 1	-	584.03796
SB-100-105	-	JGO MAESTRO D/INSERTOS ROSC.Â  M8 X 1	-	750.14242
SB-100-110	-	JGO MAESTRO D/INSERTOS ROSC.Â  M8 X 1.25	-	782.78366
SB-100-115	-	JGO MAESTRO D/INSERTOS ROSC.Â  M10 X 1	-	903.64
SB-100-120	-	JGO MAESTRO D/INSERTOS ROSC.Â  M10 X 1.25	-	857.3009
SB-100-125	-	JGO MAESTRO D/INSERTOS ROSC.Â  M10 X 1.5	-	857.3009
SB-100-130	-	JGO MAESTRO D/INSERTOS ROSC.Â  M11 X 1.25	-	964.45938
SB-100-135	-	JGO MAESTRO D/INSERTOS ROSC.Â  M11 X 1.5	-	964.45938
SB-100-140	-	JGO MAESTRO D/INSERTOS ROSC.Â  M12 X 1.25	-	1049.35746
SB-100-145	-	JGO MAESTRO D/INSERTOS ROSC.Â  M12 X 1.5	-	1049.35746
SB-100-150	-	JGO MAESTRO D/INSERTOS ROSC.Â  M12 X 1.75	-	1036.9269
SB-100-155	-	JGO MAESTRO D/INSERTOS ROSC.Â  M14 X 1.25	-	1201.8412
SB-100-160	-	JGO MAESTRO D/INSERTOS ROSC.Â  M14 X 1.5	-	1178.78736
SB-100-165	-	JGO MAESTRO D/INSERTOS ROSC.Â  M14 X 2	-	1178.78736
SB-100-170	-	JGO MAESTRO D/INSERTOS ROSC.Â  M16 X 1.5	-	1285.94584
SB-100-175	-	JGO MAESTRO D/INSERTOS ROSC.Â  M16 X 2	-	1285.94584
SB-100-177	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  M18X2.5	-	1385.58868
SB-100-179	-	JGOÂ  MAESTRO D/INSERTOS ROSC.Â  M20X2.5	-	1554.2608
SB-200-001	-	INSERTO P/ROSCA M3X.05X1.5D  (Precio x Pza - Empaque c/100 pzas)	-	4.5182
SB-200-005	-	INSERTO P/ROSCA M4X.7X2D (Precio x Pza - Empaque c/100 pzas)	-	5.65326
SB-200-010	-	INSERTO P/ROSCA M5X.8X2D (Precio x Pza - Empaque c/100 pzas)	-	7.35034
SB-200-015	-	INSERTO P/ROSCA M6X1X2D  (Precio x Pza - Empaque c/100 pzas)	-	5.65326
SB-200-020	-	INSERTO P/ROSCA M8X1X2D  (Precio x Pza - Empaque c/100 pzas)	-	6.64506
SB-200-025	-	INSERTO P/ROSCA M8X1.25X2D  (Precio x Pza - Empaque c/100 pzas)	-	6.7773
SB-200-030	-	INSERTO P/ROSCA M10X1.0X2D  (Precio x Pza - Empaque c/100 pzas)	-	6.96464
SB-200-035	-	INSERTO P/ROSCA M10X1.25X2D  (Precio x Pza - Empaque c/100 pzas)	-	7.22912
SB-200-040	-	INSERTO P/ROSCA M12X1.5X2D  (Precio x Pza - Empaque c/100 pzas)	-	7.50462
SB-200-045	-	INSERTO P/ROSCA M12X1.75X2D  (Precio x Pza - Empaque c/50 pzas)	-	7.91236
SB-200-050	-	INSERTO P/ROSCA M14X1.25X1.50D  (Precio x Pza - Empaque c/50 pzas)	-	9.0364
SB-200-055	-	INSERTO P/ROSCA 6-32X2D  (Precio x Pza - Empaque c/50 pzas)	-	5.65326
SB-200-060	-	INSERTO P/ROSCA 8-32X2D  (Precio x Pza - Empaque c/100 pzas)	-	5.65326
SB-200-065	-	INSERTO P/ROSCA 10-32X2D  (Precio x Pza - Empaque c/100 pzas)	-	5.65326
SB-200-070	-	INSERTO P/ROSCA 1/4-20X2D  (Precio x Pza - Empaque c/100 pzas)	-	6.7773
SB-200-075	-	INSERTO P/ROSCA 5/16-18X2D  (Precio x Pza - Empaque c/100 pzas)	-	7.91236
SB-200-080	-	INSERTO P/ROSCA 3/8-16X2D  (Precio x Pza - Empaque c/100 pzas)	-	9.0364
SB-200-085	-	INSERTO P/ROSCA 3/8-24X2D  (Precio x Pza - Empaque c/100 pzas)	-	7.91236
SB-200-090	-	INSERTO P/ROSCA 1/2-13X2D  (Precio x Pza - Empaque c/50 pzas)	-	13.5546
SB-200-095	-	INSERTO P/ROSCA 9/16-12X2D  (Precio x Pza - Empaque c/50 pzas)	-	13.5546
SB-200-100	-	INSERTO P/ROSCA 5/8-11X2D  (Precio x Pza - Empaque c/50 pzas)	-	18.0728
SB-200-105	-	INSERTO P/ROSCA 3/4-10X2D  (Precio x Pza - Empaque c/25 pzas)	-	30.50336
SB-200-107	-	INSERTO P/ROSCA 7/8-9X2D  (Precio x Pza - Empaque c/10 pzas)	-	56.4775
SB-200-109	-	INSERTO P/ROSCA 1-8X2D  (Precio x Pza - Empaque c/10 pzas)	-	47.4411
SC-1116-103-46	-	SIERRA CINTA 1-1/16 x 0.035 x 103"   4-6 TPI	-	836.4296812
SC-1116-104-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    104"	-	843.82344
SC-1116-10433-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    104.33"	-	846.24784
SC-1116-105-58	-	SIERRA CINTA 1-1/16 x 0.035 x 105"   5-8 TPI	-	851.2059584
SC-1116-106-46	-	SIERRA CINTA 1-1/16 x 0.035 x 106" 4-6 TPI	-	858.5942072
SC-1116-106-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    106"	-	858.5942072
SC-1116-106-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPIÂ Â Â  106"	-	858.5942072
SC-1116-1063-46	-	SIERRA CINTA 1-1/16 x 0.035 x 106.3"Â Â  4-6 TPI	-	860.8105496
SC-1116-1063-58	-	SIERRA CINTA 1-1/16 x 0.035 x 106.3"Â Â  5-8 TPI	-	860.8105496
SC-1116-1065-58	-	SIERRA CINTA 1-1/16 x 0.035 x 106.5"   5-8 TPI	-	862.29296
SC-1116-10669-58	-	SIERRA CINTA 1-1/16 x 0.035 x 106.69"Â Â  5-8 TPI	-	863.6920592
SC-1116-1067-58	-	SIERRA CINTA 1-1/16 x 0.035 x 106.7"Â Â  5-8 TPI	-	863.7658932
SC-1116-10692-34	-	SIERRA CINTA 1-1/16 x 0.035 x 106.92"   3-4 TPI	-	865.3913432
SC-1116-10692-58	-	SIERRA CINTA 1-1/16 x 0.035 x 106.92"   5-8 TPI	-	865.3913432
SC-1116-107-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    107"	-	865.97364
SC-1116-107-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    107"	-	865.97364
SC-1116-107-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    107"	-	865.9822356
SC-1116-107-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPIÂ Â Â  107"	-	865.9822356
SC-1116-1078-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    107.8"	-	871.8929228
SC-1116-108-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    108"	-	873.3704844
SC-1116-108-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    108"	-	873.3704844
SC-1116-108-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    108"	-	873.3704844
SC-1116-108-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    108"	-	873.3704844
SC-1116-10826-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    108.26"	-	875.2914908
SC-1116-109-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPIÂ Â Â  109"	-	880.7587332
SC-1116-109-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPIÂ Â Â  109"	-	880.7587332
SC-1116-110-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    110"	-	888.14588
SC-1116-111-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    111"	-	895.5350104
SC-1116-111-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    111"	-	895.5350104
SC-1116-111-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPIÂ Â Â  111"	-	895.5350104
SC-1116-1115-1014	-	SIERRA CINTA 1-1/16 x 0.035 10-14 TPI    111.5"	-	899.2291348
SC-1116-1115-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    111.5"	-	899.2291348
SC-1116-112-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPIÂ Â Â  112"	-	902.9232592
SC-1116-112-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    112"	-	902.9232592
SC-1116-114-1014	-	SIERRA CINTA 1-1/16 x 0.035 10-14 TPI    114"	-	917.6995364
SC-1116-114-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPIÂ Â Â  114"	-	917.6995364
SC-1116-114-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    114"	-	917.6995364
SC-1116-114-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    114"	-	917.6995364
SC-1116-115-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    115"	-	925.0877852
SC-1116-115-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    115"	-	925.0877852
SC-1116-115-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    115"	-	925.08492
SC-1116-115-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    115"	-	925.0877852
SC-1116-11535-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    115.35"	-	927.6636
SC-1116-1155-1014	-	SIERRA CINTA 1-1/16 x 0.035 10-14 TPI    115.5"	-	928.7819096
SC-1116-116-34	-	SIERRA CINTA 1-1/16 x 0.035 3-4 TPI    116"	-	932.46832
SC-1116-116-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    116"	-	932.4758136
SC-1116-116-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    116"	-	932.46832
SC-1116-116-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    116"	-	932.4758136
sC-1116-116-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI     116"	-	932.4758136
SC-1116-11614-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI Â Â Â 116.14"	-	933.5101508
SC-1116-11614-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    116.14"	-	933.5101508
SC-1116-116142-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    116.142"	-	933.5249176
SC-1116-11615-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    116.15"	-	933.5842052
SC-1116-1165-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    116.5"	-	936.17104
SC-1116-117-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    117"	-	939.8640624
SC-1116-11732-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    117.32"	-	942.2282932
SC-1116-119-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    119"	-	954.6403396
SC-1116-119-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    119"	-	954.6403396
SC-1116-119-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10  TPI    119"	-	954.6403396
SC-1116-1195-1014	-	SIERRA CINTA 1-1/16 x 0.035 10-14 TPI    119.5"	-	958.334464
SC-1116-1195-34	-	SIERRA CINTA 1-1/16 x 0.035 3-4 TPI    119.5"	-	958.34328
SC-1116-1195-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    119.5"	-	958.334464
SC-1116-1195-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    119.5"	-	958.334464
SC-1116-120-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    120"	-	962.0285884
SC-1116-120-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    120"	-	962.0285884
SC-1116-121-34	-	SIERRA CINTA 1-1/16 x 0.035 3-4 TPIÂ Â Â  121"	-	969.4168372
SC-1116-121-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPIÂ Â Â  121"	-	969.4168372
SC-1116-121-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    121"	-	969.4168372
SC-1116-121-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPIÂ Â  121"	-	969.4168372
SC-1116-121-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI 121"	-	969.4168372
SC-1116-12126-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPIÂ Â Â  121.260"	-	971.3376232
SC-1116-1215-34	-	SIERRA CINTA 1-1/16 x 0.035 3-4 TPI    121.5"	-	973.1109616
SC-1116-1215-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    121.5"	-	973.1109616
SC-1116-1215-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    121.5"	-	973.1109616
SC-1116-1215-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    121.5"	-	973.1109616
SC-1116-12165-34	-	SIERRA CINTA 1-1/16 x 0.035 3-4 TPI    121.65"	-	974.2191328
SC-1116-12165-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    121.65"	-	974.2191328
SC-1116-12165-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    121.65"	-	974.2191328
SC-1116-1217-34	-	SIERRA CINTA 1-1/16 x 0.035 3-4 TPI    121.7"	-	974.5885232
SC-1116-1217-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    121.7"	-	974.5885232
SC-1116-1217-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    121.7"	-	974.5885232
SC-1116-122-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8TPI     122"	-	976.8048656
SC-1116-122047-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6TPIÂ Â Â  122.047"	-	977.152216
SC-1116-1225-1014	-	SIERRA CINTA 1-1/16 x 0.035 10-14 TPI    122.5"	-	980.49899
SC-1116-1225-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPIÂ Â Â  122.5"	-	980.49899
SC-1116-123-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    123"	-	984.1931144
SC-1116-1240157-1014	-	SIERRA CINTA 1-1/16 x 0.035 10-14 TPI    124.0157"	-	991.6972936
SC-1116-125-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    125"	-	998.963
SC-1116-126-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    126"	-	1006.35764
SC-1116-127-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    127"	-	1013.745889
SC-1116-128-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    128"	-	1021.13524
SC-1116-128-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    128"	-	1021.13524
SC-1116-128-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    128"	-	1021.13524
SC-1116-12834-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPIÂ Â Â  128.34"	-	1023.646037
SC-1116-128346-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    128.346"	-	1023.690337
SC-1116-1284-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPIÂ Â Â  128.4"	-	1024.089261
SC-1116-1291-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    129.1"	-	1029.260947
SC-1116-12913-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPIÂ Â Â  129.13"	-	1029.48267
SC-1116-129134-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    129.134"	-	1029.512203
SC-1116-129134-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    129.134"	-	1029.512203
SC-1116-129134-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    129.134"	-	1029.512203
SC-1116-12914-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    129.14"	-	1029.556504
SC-1116-12915-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    129.15"	-	1029.630338
SC-1116-12925-34	-	SIERRA CINTA 1-1/16 x 0.035 3-4 TPI    129.25"	-	1030.369339
SC-1116-12925-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    129.25"	-	1030.369339
SC-1116-1293125-34	-	SIERRA CINTA 1-1/16 x 0.035 3-4 TPI    129.3125"	-	1030.831077
SC-1116-1295-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    129.5"	-	1032.22136
SC-1116-1295-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    129.25"	-	1030.369339
SC-1116-12992-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    129.92"	-	1035.319302
SC-1116-1307-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    130.7"	-	1041.082101
SC-1116-131102-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    131.102"	-	1044.052212
SC-1116-1315-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    131.5"	-	1046.98816
SC-1116-1319-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    131.9"	-	1049.947912
SC-1116-1319-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    131.9"	-	1049.947912
SC-1116-132-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    132"	-	1050.686692
SC-1116-132-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    132"	-	1050.686692
SC-1116-132-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    132"	-	1050.686692
SC-1116-132-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    132"	-	1050.686692
SC-1116-132125-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    132.125"	-	1051.61656
SC-1116-133-34	-	SIERRA CINTA 1-1/16 x 0.035 3-4 TPI    133"	-	1058.07428
SC-1116-133-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    133"	-	1058.07428
SC-1116-133-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    133"	-	1058.074941
SC-1116-133-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    133"	-	1058.07428
SC-1116-135-1014	-	SIERRA CINTA 1-1/16 x 0.035 10-14 TPI    135"	-	1072.851218
SC-1116-135-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    135"	-	1072.84108
SC-1116-135-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPIÂ Â Â  135"	-	1072.851218
sC-1116-135-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI     135"	-	1072.851218
SC-1116-135-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    135"	-	1072.851218
SC-1116-136-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    136"	-	1080.24652
SC-1116-1366-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    136.6"	-	1084.672372
SC-1116-13661-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    136.61"	-	1084.746206
SC-1116-136614-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPIÂ Â Â  136.614"	-	1084.77574
SC-1116-137-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    137"	-	1087.627496
SC-1116-138189-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    138.189"	-	1096.412199
SC-1116-1382-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPIÂ Â Â  138.2"	-	1096.493306
SC-1116-13937-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPIÂ Â Â  139.37"	-	1105.137614
SC-1116-142-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    142"	-	1124.568519
SC-1116-143-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    143"	-	1131.956768
SC-1116-1437-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    143.7"	-	1137.13176
SC-1116-144-1014	-	SIERRA CINTA 1-1/16 x 0.035 10-14 TPI    144"	-	1139.344796
SC-1116-144094-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    144.094"	-	1140.039277
SC-1116-145-58	-	SIERRA CINTA 1-1/16 x 0.035 x 145"   5-8 TPI	-	1146.733045
SC-1116-147-1014	-	SIERRA CINTA 1-1/16 x 0.035 x 147"   10-14 TPI	-	1161.508
SC-1116-147-610	-	SIERRA CINTA 1-1/16 x 0.035 x 147"   6-10 TPI	-	1161.508
SC-1116-148-58	-	SIERRA CINTA 1-1/16 x 0.035 x 148"   5-8 TPI	-	1168.897571
SC-1116-148-812	-	SIERRA CINTA 1-1/16 x 0.035 x 148"   8-12 TPI	-	1168.897571
SC-1116-150-34	-	SIERRA CINTA 1-1/16 x 0.035 x 150"   3-4 TPI	-	1183.673848
SC-1116-150-46	-	SIERRA CINTA 1-1/16 x 0.035 x 150"Â Â  4-6 TPI	-	1183.673848
SC-1116-150-58	-	SIERRA CINTA 1-1/16 x 0.035 x 150"Â Â  5-8 TPI	-	1183.673848
SC-1116-150-812	-	SIERRA CINTA 1-1/16 x 0.035 x 150"Â Â  8-12 TPI	-	1183.673848
SC-1116-15039-46	-	SIERRA CINTA 1-1/16 x 0.035 x 150.39"   4-6 TPI	-	1186.555358
SC-1116-1515-34	-	SIERRA CINTA 1-1/16 x 0.035 x 151.5"   3-4 TPI	-	1213.226623
SC-1116-152-58	-	SIERRA CINTA 1-1/16 x 0.035 x 152"   5-8 TPI	-	1198.44704
SC-1116-153937-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    153.937"	-	1212.761138
SC-1116-15394-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    153.94"	-	1212.783399
SC-1116-15394-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    153.94"	-	1212.783399
SC-1116-154-34	-	SIERRA CINTA 1-1/16 x 0.035 3-4 TPI    154"	-	1213.226623
SC-1116-154-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    154"	-	1213.226623
SC-1116-154-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    154"	-	1213.226623
SC-1116-15475-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    154.75"	-	1218.7677
SC-1116-156-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    156"	-	1228.0029
SC-1116-157-812	-	SIERRA CINTA 1-1/16 x 0.035 x 157"Â Â  8-12 TPI	-	1235.391149
SC-1116-15748-610	-	SIERRA CINTA 1-1/16 x 0.035 x 157.48"   6-10 TPI	-	1238.93452
SC-1116-158-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    158"	-	1242.779398
SC-1116-158-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPIÂ Â Â  158"	-	1242.779398
SC-1116-159-1014	-	SIERRA CINTA 1-1/16 x 0.035 10-14TPI    159"	-	1250.17492
SC-1116-159-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPIÂ Â Â  159"	-	1250.167426
SC-1116-159-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    159"	-	1250.17492
SC-1116-159-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPIÂ Â Â  159"	-	1250.167426
SC-1116-159-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPI    159"	-	1250.17492
SC-1116-160-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    160"	-	1257.555675
SC-1116-1615-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI  161.5"	-	1268.638048
SC-1116-162-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    162"	-	1272.331952
SC-1116-163-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    163"	-	1279.720201
SC-1116-163-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPIÂ Â Â  163"	-	1279.720201
SC-1116-163-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    163"	-	1279.73056
SC-1116-164-812	-	SIERRA CINTA 1-1/16 x 0.035 8-12 TPIÂ Â Â  164"	-	1287.10845
SC-1116-16496-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    164.96"	-	1294.201142
SC-1116-1649606-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    164.9606"	-	1294.20555
SC-1116-166-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    166"	-	1301.884727
SC-1116-166-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    166"	-	1301.884727
SC-1116-167-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    167"	-	1309.272976
SC-1116-16732-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    167.32"	-	1311.64448
SC-1116-1699606-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPI    169.9606"	-	1331.146354
SC-1116-170-34	-	SIERRA CINTA 1-1/16 x 0.035 3-4 TPIÂ Â Â  170"	-	1331.437502
SC-1116-170-46	-	SIERRA CINTA 1-1/16 x 0.035 4-6 TPI    170"	-	1331.437502
SC-1116-170-58	-	SIERRA CINTA 1-1/16 x 0.035 5-8 TPIÂ Â Â  170"	-	1331.437502
SC-1116-170-610	-	SIERRA CINTA 1-1/16 x 0.035 6-10 TPI    170"	-	1331.437502
